Customer,Date,Document Number,SFCC Create WO,Item: Name,Item: Display Name,Quantity,Amount (Net)
CUST466 Default SFCC Customer,7/4/2025,SO0111981,No,S223415,Chebeague Duffel,1,192
CUST466 Default SFCC Customer,7/4/2025,SO0111981,No,APPL0044,Applique | Stripe | 3.75x28 | Navy |,2,0
CUST466 Default SFCC Customer,7/4/2025,SO0111982,No,S005177,Yellow Stripe Essential Handbag,1,76
CUST466 Default SFCC Customer,7/4/2025,SO0111982,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0111983,No,S004694,Multicolor Sea Turtle Ogunquit Beach Tote,1,212
CUST466 Default SFCC Customer,7/4/2025,SO0111983,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0111983,No,S004701,Watercolor Crab Wristlet,1,24
CUST466 Default SFCC Customer,7/4/2025,SO0111984,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0111984,No,S000125ZP,Navy Anchor Medium Tote Hemp Rope with Zip Top and Hanging Pocket,1,172
CUST466 Default SFCC Customer,7/4/2025,SO0111984,No,S005232,Chebeague Cosmetic Bag,1,52
CUST466 Default SFCC Customer,7/4/2025,SO0111985,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0111985,No,V000143CP-2480,Tote Medium Vintage with Clasp and Hanging Pocket,1,180
CUST466 Default SFCC Customer,7/4/2025,SO0111986,No,S005255,White Anchor on Sea Glass Essential Bucket Handbag,1,76
CUST466 Default SFCC Customer,7/4/2025,SO0111986,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0111987,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0111987,No,V004696-348,Vintage Wharf Tote,1,200
CUST466 Default SFCC Customer,7/4/2025,SO0111987,No,V004696-359,Vintage Wharf Tote,1,200
CUST466 Default SFCC Customer,7/4/2025,SO0111988,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0111988,No,S002277,Four Leaf Clover Large Tote,1,156
CUST466 Default SFCC Customer,7/4/2025,SO0111989,No,S004694,Multicolor Sea Turtle Ogunquit Beach Tote,1,212
CUST466 Default SFCC Customer,7/4/2025,SO0111989,No,S004541,Multicolor Sea Turtle Wristlet,1,24
CUST466 Default SFCC Customer,7/4/2025,SO0111989,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0111990,No,T002960,Vintage Sailmaker's Hardware,1,10
CUST466 Default SFCC Customer,7/4/2025,SO0111991,No,T004990,Custom Cordage - Rope Dog Leash Maine Bicentennial,1,30
CUST466 Default SFCC Customer,7/4/2025,SO0111992,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0111992,No,S002021CP,Golden Retriever Large Tote with Clasp and Hanging Pocket,1,188
CUST466 Default SFCC Customer,7/4/2025,SO0111993,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0111993,No,V007027,Vintage Lime Green Crew Belt Bag,1,52
CUST466 Default SFCC Customer,7/4/2025,SO0111994,No,S004861,Jolly Roger Beverage Bucket,1,60
CUST466 Default SFCC Customer,7/4/2025,SO0111994,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0111994,No,S005331,Dragonskin Toiletry Bag,1,48
CUST466 Default SFCC Customer,7/4/2025,SO0111995,No,S002263,Casco Bay Nautical Chart Beverage Bucket,1,60
CUST466 Default SFCC Customer,7/4/2025,SO0111995,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0111996,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0111996,No,S003889,Watercolor Dragonfly Slim Crossbody,1,60
CUST466 Default SFCC Customer,7/4/2025,SO0111997,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0111997,No,V007006-026,Vintage Blue Medium Voyager Crossbody Bag,1,100
CUST466 Default SFCC Customer,7/4/2025,SO0111998,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0111998,No,S003594,Shoreline Tie Dye Slim Crossbody,1,60
CUST466 Default SFCC Customer,7/4/2025,SO0111999,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0111999,No,S005360,Navy Mariner Stripe Chebeague Handbag,1,156
CUST466 Default SFCC Customer,7/4/2025,SO0112000,No,ADDS0004,Add | Hanging Pkt | Large | Sail  | Stamp |,1,25
CUST466 Default SFCC Customer,7/4/2025,SO0112000,No,ADDS0025,Add | Closure | CV | Large Tote | Zip Top |,1,30
CUST466 Default SFCC Customer,7/4/2025,SO0112000,Yes,S000274,Tote | Full Custom | Large | Navy Rope |,1,245
CUST466 Default SFCC Customer,7/4/2025,SO0112000,No,ECUS0020,Custom Visualizer | Ecom Custom Design Option | Two Sides,1,50
CUST466 Default SFCC Customer,7/4/2025,SO0112001,No,S002749,Sea Glass Print Wristlet,2,48
CUST466 Default SFCC Customer,7/4/2025,SO0112001,No,S003205,Multicolor Lobster Wristlet,2,48
CUST466 Default SFCC Customer,7/4/2025,SO0112001,No,S003890,Wristlet Small Watercolor Dragonfly,2,48
CUST466 Default SFCC Customer,7/4/2025,SO0112001,No,S004701,Watercolor Crab Wristlet,2,48
CUST466 Default SFCC Customer,7/4/2025,SO0112001,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0112002,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0112002,No,S005000,Pittsburgh Steelers Tailgate Tote,1,200
CUST466 Default SFCC Customer,7/4/2025,SO0112003,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0112003,No,S004552,Blue Ombre Stripe Beverage Bucket,1,60
CUST466 Default SFCC Customer,7/4/2025,SO0112004,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0112004,No,APPL0339,Applique | CV | Single Letter | 7.25x21 | Navy |,1,0
CUST466 Default SFCC Customer,7/4/2025,SO0112004,No,ADDS0004,Add | Hanging Pkt | Large | Sail  | Stamp |,1,20
CUST466 Default SFCC Customer,7/4/2025,SO0112004,No,ADDS0028,Add | Closure | CV | Large Tote | Clasp |,1,12
CUST466 Default SFCC Customer,7/4/2025,SO0112004,Yes,S003326,Custom Single Letter Tote Large,1,168
CUST466 Default SFCC Customer,7/4/2025,SO0112004,No,HNDL0011,"Sub-Assembly | Spliced Handle | Hemp Rope | 1/2"" | 125""|",1,0
CUST466 Default SFCC Customer,7/4/2025,SO0112005,No,S002462,Gold Mermaid Tail and Waves Large Wristlet,1,36
CUST466 Default SFCC Customer,7/4/2025,SO0112005,No,S003908,Multicolor Octopus Wristlet,1,24
CUST466 Default SFCC Customer,7/4/2025,SO0112005,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0112006,No,S000125,Navy Anchor Medium Tote Hemp Rope,1,128
CUST466 Default SFCC Customer,7/4/2025,SO0112006,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0112007,No,ADDS0027,Add | Closure | CV | Medium Tote | Clasp |,1,15
CUST466 Default SFCC Customer,7/4/2025,SO0112007,No,ADDS0021,Add | Hanging Pocket | CV | No Pocket |,1,0
CUST466 Default SFCC Customer,7/4/2025,SO0112007,No,ECUS0019,Custom Visualizer | Ecom Custom Design Option | One Side,1,0
CUST466 Default SFCC Customer,7/4/2025,SO0112007,Yes,S000272,Tote | Full Custom | Medium | Hemp Rope |,1,225
CUST466 Default SFCC Customer,7/4/2025,SO0112008,No,S003987,Breton Stripe White Anchor Beverage Bucket,1,60
CUST466 Default SFCC Customer,7/4/2025,SO0112008,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0112009,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0112009,No,S001723,Red Mariner Stripe Beverage Bucket,1,60
CUST466 Default SFCC Customer,7/4/2025,SO0112010,No,V002800-919,Vintage Ogunquit Beach Tote,1,228
CUST466 Default SFCC Customer,7/4/2025,SO0112010,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0112011,No,S002798,Black Anchor on Barnacle Print Convertible Bucket Bag,1,101.25
CUST466 Default SFCC Customer,7/4/2025,SO0112011,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0112012,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0112012,No,S002593,Tanbark Octopus Slim Crossbody Bag,1,68
CUST466 Default SFCC Customer,7/4/2025,SO0112013,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0112013,No,S003157P,Tote Medium Maine Bicentennial with Hanging Pocket,1,172
CUST466 Default SFCC Customer,7/4/2025,SO0112014,No,S003597,Paw Print Change Purse,1,12.57
CUST466 Default SFCC Customer,7/4/2025,SO0112014,No,S223502,Navy Anchor Toiletry Bag,1,50.27
CUST466 Default SFCC Customer,7/4/2025,SO0112014,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0112014,No,S004955,Lupine Sailor Stripe Slim Crossbody,1,62.84
CUST466 Default SFCC Customer,7/4/2025,SO0112014,No,T004489,Women's Navy Anchor - White - Medium,1,29.32
CUST466 Default SFCC Customer,7/4/2025,SO0112015,No,S400092,Black Lab Large Tote,1,156
CUST466 Default SFCC Customer,7/4/2025,SO0112015,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0112016,No,S005352,French Stripe Crossbody Tote,1,125
CUST466 Default SFCC Customer,7/4/2025,SO0112016,No,S005370,Coastal Catch Wristlet,1,25
CUST466 Default SFCC Customer,7/4/2025,SO0112016,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0112017,No,S004540CP,Multicolor Sea Turtle Medium Tote with Clasp and Hanging Pocket,1,172
CUST466 Default SFCC Customer,7/4/2025,SO0112017,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0112017,No,S001545,Red Mariner Stripe Medium Tote White Rope,1,140
CUST466 Default SFCC Customer,7/4/2025,SO0112018,No,V007006-026,Vintage Blue Medium Voyager Crossbody Bag,1,100
CUST466 Default SFCC Customer,7/4/2025,SO0112018,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0112019,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0112019,No,S004555,Bucket Bag Popular Pups Print,1,40
CUST466 Default SFCC Customer,7/4/2025,SO0112019,No,S005267,Blueberry Print Bucket Bag,1,40
CUST466 Default SFCC Customer,7/4/2025,SO0112020,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0112020,No,S005065,Philadelphia Eagles Beverage Bucket,1,60
CUST466 Default SFCC Customer,7/4/2025,SO0112021,No,S004695,Multicolor Sea Turtle Beachcomber Bucket,1,60
CUST466 Default SFCC Customer,7/4/2025,SO0112021,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0112022,No,S005352,French Stripe Crossbody Tote,1,126.06
CUST466 Default SFCC Customer,7/4/2025,SO0112022,No,T003455,Turks Head Sconset Bracelet - Sconset - Medium,1,31.94
CUST466 Default SFCC Customer,7/4/2025,SO0112022,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0112023,No,S005176,Down East Buoys Essential Handbag,1,76
CUST466 Default SFCC Customer,7/4/2025,SO0112023,No,S000999,Wristlet Small Nautical Chart Cape Cod,1,24
CUST466 Default SFCC Customer,7/4/2025,SO0112023,No,S003897,Wristlet Small Downeast Buoys,1,24
CUST466 Default SFCC Customer,7/4/2025,SO0112023,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0112024,No,S003985,Ogunquit Tote Navy Anchor,1,215.9
CUST466 Default SFCC Customer,7/4/2025,SO0112024,No,S005372,Medium Red/Orange Rainbow Anchor Tote,1,151.14
CUST466 Default SFCC Customer,7/4/2025,SO0112024,No,S005274,Blue Nautilus Print Essential Handbag,1,82.05
CUST466 Default SFCC Customer,7/4/2025,SO0112024,No,S005290,Blue Nautilus Print Wristlet,1,25.91
CUST466 Default SFCC Customer,7/4/2025,SO0112024,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0112025,No,S004679,Lupine Sailor Stripe Medium Tote,1,140
CUST466 Default SFCC Customer,7/4/2025,SO0112025,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0112026,No,S005287,Life is Good Shell Print Wristlet,1,24
CUST466 Default SFCC Customer,7/4/2025,SO0112026,No,S004958,Sunflower Slim Crossbody,1,60
CUST466 Default SFCC Customer,7/4/2025,SO0112026,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/4/2025,SO0112027,No,T003571,Floating Dog Toy - Blue/Blue,3,45
CUST466 Default SFCC Customer,7/5/2025,SO0112028,No,Gift Card,,1,100
CUST466 Default SFCC Customer,7/5/2025,SO0112029,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112029,No,S004893,Life is Good Garden Golden Tote,1,140
CUST466 Default SFCC Customer,7/5/2025,SO0112030,No,S222689,Bucket Bag Anchor,4,160
CUST466 Default SFCC Customer,7/5/2025,SO0112030,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112031,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112031,No,V007007-088,Vintage Baguette Bag,1,136
CUST466 Default SFCC Customer,7/5/2025,SO0112031,No,V001652C-1516,Vintage Handbag,1,144
CUST466 Default SFCC Customer,7/5/2025,SO0112032,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112032,No,S002037,Lobster Pound Beverage Bucket Bag,1,60
CUST466 Default SFCC Customer,7/5/2025,SO0112033,No,S004830,Sunflower Wristlet,1,30
CUST466 Default SFCC Customer,7/5/2025,SO0112034,No,S002010,Navy Anchor Slim Crossbody Bag,1,60
CUST466 Default SFCC Customer,7/5/2025,SO0112034,No,S005278,Great Blue Heron Slim Crossbody,1,60
CUST466 Default SFCC Customer,7/5/2025,SO0112034,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112035,No,S002499,Navy Anchor Large Wristlet,1,36
CUST466 Default SFCC Customer,7/5/2025,SO0112035,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112035,No,S004858,Tan Chebeague Crossbody,1,120
CUST466 Default SFCC Customer,7/5/2025,SO0112036,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112036,No,V004696-371,Vintage Wharf Tote,1,200
CUST466 Default SFCC Customer,7/5/2025,SO0112036,No,V007005-335,Vintage Voyager Small Crossbody,1,76
CUST466 Default SFCC Customer,7/5/2025,SO0112036,No,V007007-082,Vintage Baguette Bag,1,136
CUST466 Default SFCC Customer,7/5/2025,SO0112037,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112037,No,S003586,Octopus Ogunquit Beach Tote,1,212
CUST466 Default SFCC Customer,7/5/2025,SO0112038,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112038,No,S005271,Lupine Sailor Stripe Cosmetic Bag,2,80
CUST466 Default SFCC Customer,7/5/2025,SO0112039,No,S500100,Octopus Wristlet,1,24
CUST466 Default SFCC Customer,7/5/2025,SO0112039,No,S001564C,Octopus Tote Large with Clasp,1,156
CUST466 Default SFCC Customer,7/5/2025,SO0112039,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112040,No,S400043,Wine Bag Anchor Navy,1,36
CUST466 Default SFCC Customer,7/5/2025,SO0112040,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112040,No,S003216,Breton Stripe and Star Beachcomber Bucket,2,120
CUST466 Default SFCC Customer,7/5/2025,SO0112041,No,S004145,Multicolor Nautilus Ogunquit Beach Tote,1,212
CUST466 Default SFCC Customer,7/5/2025,SO0112041,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112042,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112042,No,S003985,Ogunquit Tote Navy Anchor,1,200
CUST466 Default SFCC Customer,7/5/2025,SO0112043,No,T003446,Turks Head Oyster Bracelet - Oyster - Small,1,32.89
CUST466 Default SFCC Customer,7/5/2025,SO0112043,No,S001410C,Navy Anchor Handbag Hemp Rope,1,121.17
CUST466 Default SFCC Customer,7/5/2025,SO0112043,No,T002960,Vintage Sailmaker's Hardware,1,8.65
CUST466 Default SFCC Customer,7/5/2025,SO0112043,No,T004491,Women's Navy Anchor - White - Extra Large,1,30.29
CUST466 Default SFCC Customer,7/5/2025,SO0112043,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112044,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112044,No,S325509,Blue Stripe Ogunquit Beach Tote,1,212
CUST466 Default SFCC Customer,7/5/2025,SO0112045,No,V000143CP-2521,Tote Medium Vintage with Clasp and Hanging Pocket,1,180
CUST466 Default SFCC Customer,7/5/2025,SO0112045,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112046,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112046,No,S003615,Tan Chebeague Weekender,1,220
CUST466 Default SFCC Customer,7/5/2025,SO0112047,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112047,No,S005175,Blue Octopus on Red Mariner Stripe Essential Handbag,1,76
CUST466 Default SFCC Customer,7/5/2025,SO0112048,No,S003207,Multicolor Nautilus Slim Crossbody,1,60
CUST466 Default SFCC Customer,7/5/2025,SO0112048,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112049,No,S000907,Four Leaf Clover Wristlet,1,24
CUST466 Default SFCC Customer,7/5/2025,SO0112049,No,S223801,Red Lobster Claw Wristlet,1,24
CUST466 Default SFCC Customer,7/5/2025,SO0112049,No,S002495,White-on-Navy Anchor Large Wristlet,1,36
CUST466 Default SFCC Customer,7/5/2025,SO0112049,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112050,No,S005059,New England Patriots Beverage Bucket,1,60
CUST466 Default SFCC Customer,7/5/2025,SO0112050,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112051,No,S004554,Popular Pups Print Large Wristlet,1,36
CUST466 Default SFCC Customer,7/5/2025,SO0112051,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112051,No,S002578,Red Mariner Stripe Large Wristlet,1,36
CUST466 Default SFCC Customer,7/5/2025,SO0112052,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112052,No,S003580,All Purpose Tan Tool Bucket Bag,1,60
CUST466 Default SFCC Customer,7/5/2025,SO0112053,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112053,No,S004943,Breton Stripe Whale Beverage Bucket,1,60
CUST466 Default SFCC Customer,7/5/2025,SO0112054,No,S004954,Breton Stripe Whale Ogunquit Beach Tote,1,212
CUST466 Default SFCC Customer,7/5/2025,SO0112054,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112055,No,S001704,White on Navy Octopus Wristlet,1,24
CUST466 Default SFCC Customer,7/5/2025,SO0112055,No,S001940C,White on Navy Octopus Handbag Hemp Rope,1,120
CUST466 Default SFCC Customer,7/5/2025,SO0112055,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112056,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112056,No,S002746,Pier Tote Yellow,1,173.59
CUST466 Default SFCC Customer,7/5/2025,SO0112056,No,T003459,Monkey Fist Key Ring - Navy,1,8.08
CUST466 Default SFCC Customer,7/5/2025,SO0112056,No,S002989,Wristlet Large Stripe Rose Gold on Navy Mariner,1,36.33
CUST466 Default SFCC Customer,7/5/2025,SO0112057,No,S001743,Wristlet Small Nautical Chart Penobscot,1,24
CUST466 Default SFCC Customer,7/5/2025,SO0112057,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112057,No,S004969,White Anchor on White Medium Tote,1,140
CUST466 Default SFCC Customer,7/5/2025,SO0112058,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112058,No,S004954,Breton Stripe Whale Ogunquit Beach Tote,1,212
CUST466 Default SFCC Customer,7/5/2025,SO0112059,No,S005067,Baltimore Ravens Beverage Bucket,1,60
CUST466 Default SFCC Customer,7/5/2025,SO0112059,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112060,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112060,No,S004861,Jolly Roger Beverage Bucket,1,60
CUST466 Default SFCC Customer,7/5/2025,SO0112061,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112061,No,S002037,Lobster Pound Beverage Bucket Bag,1,60
CUST466 Default SFCC Customer,7/5/2025,SO0112061,No,V002800-886,Vintage Ogunquit Beach Tote,1,228
CUST466 Default SFCC Customer,7/5/2025,SO0112062,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112062,No,S223801,Red Lobster Claw Wristlet,1,24
CUST466 Default SFCC Customer,7/5/2025,SO0112062,No,S002781,Red Lobster Claw Tote,1,156
CUST466 Default SFCC Customer,7/5/2025,SO0112063,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112063,No,S223801,Red Lobster Claw Wristlet,1,25.5
CUST466 Default SFCC Customer,7/5/2025,SO0112064,No,S003182,Sea Glass Print Slim Crossbody,1,60
CUST466 Default SFCC Customer,7/5/2025,SO0112064,No,S003208,Rose Gold-on-Navy Mariner Stripe Slim Crossbody Bag,1,60
CUST466 Default SFCC Customer,7/5/2025,SO0112064,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112065,No,S002781,Red Lobster Claw Tote,1,156
CUST466 Default SFCC Customer,7/5/2025,SO0112065,No,S223801,Red Lobster Claw Wristlet,1,24
CUST466 Default SFCC Customer,7/5/2025,SO0112065,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112066,No,S004695,Multicolor Sea Turtle Beachcomber Bucket,1,60
CUST466 Default SFCC Customer,7/5/2025,SO0112066,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112067,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112067,No,S003986,Breton Stripe White Anchor Large Tote,1,156
CUST466 Default SFCC Customer,7/5/2025,SO0112068,No,T004455,Maine Rope Dog Leash Blue,1,30
CUST466 Default SFCC Customer,7/5/2025,SO0112068,No,T004040,"Signal Flags Dog Collar 1.25""",1,34
CUST466 Default SFCC Customer,7/5/2025,SO0112069,No,T004892,Small Rope Mat Maine Bicentennial,1,60
CUST466 Default SFCC Customer,7/5/2025,SO0112070,No,S002989,Wristlet Large Stripe Rose Gold on Navy Mariner,2,72
CUST466 Default SFCC Customer,7/5/2025,SO0112070,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112071,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112071,No,S003906,Tote Large Multicolor Octopus,1,156
CUST466 Default SFCC Customer,7/5/2025,SO0112072,No,S004145,Multicolor Nautilus Ogunquit Beach Tote,1,212
CUST466 Default SFCC Customer,7/5/2025,SO0112072,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112072,No,S002501,Octopus Large Cosmetic Bag,1,40
CUST466 Default SFCC Customer,7/5/2025,SO0112072,No,S004976,Great Blue Heron Wristlet,1,24
CUST466 Default SFCC Customer,7/5/2025,SO0112073,No,S003014Z,Tan Chebeague Handbag,1,156
CUST466 Default SFCC Customer,7/5/2025,SO0112073,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112074,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112074,No,V004607-245,Backpack Vintage Crew Multicolor,1,156
CUST466 Default SFCC Customer,7/5/2025,SO0112075,No,S005294,Navy Mariner Stripe Chebeague Crossbody,1,120
CUST466 Default SFCC Customer,7/5/2025,SO0112075,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112076,No,S003896,Downeast Buoys Beachcomber Bucket,1,60
CUST466 Default SFCC Customer,7/5/2025,SO0112076,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112077,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112077,No,S001545,Red Mariner Stripe Medium Tote White Rope,1,140
CUST466 Default SFCC Customer,7/5/2025,SO0112078,No,S500086,Tote Medium Black Lab,1,140
CUST466 Default SFCC Customer,7/5/2025,SO0112078,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112079,No,S000199ZP,Navy Anchor Large Tote Hemp Rope with Zip Top and Hanging Pocket,1,188
CUST466 Default SFCC Customer,7/5/2025,SO0112079,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112080,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112080,No,V002800-916,Vintage Ogunquit Beach Tote,1,228
CUST466 Default SFCC Customer,7/5/2025,SO0112081,No,S004150,Tote Large Multicolor Lobster,1,156
CUST466 Default SFCC Customer,7/5/2025,SO0112081,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112082,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112082,No,S005294,Navy Mariner Stripe Chebeague Crossbody,1,120
CUST466 Default SFCC Customer,7/5/2025,SO0112083,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112083,No,S005353,Navy Anchor Crossbody Tote,1,120
CUST466 Default SFCC Customer,7/5/2025,SO0112084,No,S005271,Lupine Sailor Stripe Cosmetic Bag,1,40
CUST466 Default SFCC Customer,7/5/2025,SO0112084,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112085,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112085,No,S004834,Multicolor Lobster Slim Crossbody,1,60
CUST466 Default SFCC Customer,7/5/2025,SO0112086,No,S223801,Red Lobster Claw Wristlet,1,30
CUST466 Default SFCC Customer,7/5/2025,SO0112087,No,S400042,Black on Black Anchor Wristlet,1,30
CUST466 Default SFCC Customer,7/5/2025,SO0112088,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,7/5/2025,SO0112088,No,S002503,Watercolor Waves Large Cosmetic Bag,1,40
CUST466 Default SFCC Customer,7/5/2025,SO0112089,No,ECUS0019,Custom Visualizer | Ecom Custom Design Option | One Side,1,0
CUST466 Default SFCC Customer,7/5/2025,SO0112089,No,ECUS0011,Custom Text | Custom Visualizer | Print Color | Green,1,0
CUST466 Default SFCC Customer,7/5/2025,SO0112089,Yes,S002669,Ogunquit | Full Custom | Hemp Rope |,1,315
CUST466 Default SFCC Customer,7/5/2025,SO0112090,No,S005278,Great Blue Heron Slim Crossbody,1,60
CUST466 Default SFCC Customer,7/5/2025,SO0112090,No,S004976,Great Blue Heron Wristlet,1,24
CUST466 Default SFCC Customer,7/5/2025,SO0112090,,SFCC Order Discount,,,0
